"-5.0","1.1294318460828052"
"-4.0","-1.0536092393484475"
"-3.0","6.800893295315811"
"-2.0","-3.008225828608709"
"-1.0","-0.4824349714863277"
"0.0","NaN"
"1.0","NaN"
"2.0","-0.0010178334178283092"
"3.0","-0.010236340279473444"
"4.0","-0.04533860510419975"
"5.0","-0.13533112920324628"
